15/07/2016 19:45:07		Bihar	26	Hindi	Expert	Post Graduate and above	1	1	2	1	1	1	1	2	1	2	2	2
13/07/2016 10:37:16		India	27	Hindi	Expert	Graduate	1	1	1	1	1	1	1	2	1	2	1	2
16/07/2016 15:50:36		Delhi	27	Hindi	Comfortable	Graduate	2	None	2	None	2	2	2	2	None	2	2	None
14/07/2016 19:59:05		Kharagpur	27	Non Hindi	Comfortable	Post Graduate and above	1	1	2	1	None	1	1	2	1	2	1	2
24/07/2016 15:29:46		kgp	27	Non Hindi	Comfortable	Post Graduate and above	None	1	1	1	1	1	1	1	None	None	1	1
16/07/2016 15:35:24		Sehore	28	Hindi	Comfortable	Graduate	2	None	2	None	2	2	2	2	None	2	None	None
13/07/2016 20:29:29		Kharagpur	28	Non Hindi	Comfortable	Post Graduate and above	1	1	2	1	2	1	1	2	1	2	1	2
14/07/2016 20:42:35		Kolkata	28	Non Hindi	Beginer	Post Graduate and above	1	1	1	1	1	1	1	1	1	1	1	2
12/07/2016 23:05:29		Kharagpur	28	Non Hindi	Comfortable	Post Graduate and above	1	1	2	1	None	1	1	2	1	1	2	2
16/07/2016 16:31:36		Bhopal	28	Hindi	Comfortable	Post Graduate and above	None	None	None	None	2	None	None	2	1	2	None	None
13/07/2016 23:31:32		Kharagpur	28	Hindi	Expert	Post Graduate and above	2	1	2	1	2	1	1	2	1	2	1	2
17/07/2016 01:47:15		kharagpur	29	Hindi	Expert	Post Graduate and above	2	2		1	1	1	1	2	1	2		2
13/07/2016 10:42:47		Guwahati	29	Non Hindi	Comfortable	Post Graduate and above	1	1	2	1	1	1	1	2	1	1	2	2
19/07/2016 22:26:07		varanasi	29	Hindi	Comfortable	Post Graduate and above	None	1	1	1	2	1	1	2	1	2	1	2
15/07/2016 22:21:04		Bhubaneswar	30	Non Hindi	Expert	Post Graduate and above	1	1	1	1	1	1	1	2	1	2	2	2
18/07/2016 12:07:53		new delhi	32	Non Hindi	Expert	Graduate	2	2	2	2	2	2	2	2	2	2	2	2
16/07/2016 03:49:14		New Delhi	34	Non Hindi	Comfortable	Post Graduate and above	1	1	1	1	1	1	1	2	1	2	2	2
18/07/2016 01:34:20		Kolkata	34	Non Hindi	Expert	Post Graduate and above	2	2	2	2	2	1	1	2	2	2	1	2
16/07/2016 18:50:01		Udaipur	36	Non Hindi	Comfortable	Post Graduate and above	2	1	2	None	1	1	1	1	1	1	1	2
16/07/2016 08:16:30		Hajipur, Bihar	36	Hindi	Comfortable	Post Graduate and above	2	1	2	1	2	1	1	2	1	2	1	2
15/07/2016 21:30:57		Bhubaneswar	36	Non Hindi	Comfortable	Post Graduate and above	None	None	None	None	2	2	2	2	2	2	None	2
16/07/2016 15:41:41		Sehore	38	Hindi	Comfortable	Post Graduate and above	2	None	2	None	2	2	2	2	None	2	2	None
18/07/2016 12:15:32		New Delhi	38	Hindi	Expert	Post Graduate and above	2	2	2	2	2	2	2	2	2	2	2	2
18/07/2016 12:04:11		New Delhi	42	Non Hindi	Expert	Graduate	None	2	2	2	2	1	1	2	1	2	2	2
15/07/2016 23:54:00		Haridwar	50	Hindi	Expert	Graduate	1	2	2	2	2	2	2	2	2	1	1	1
16/07/2016 15:23:34		Bhopal	50	Hindi	Comfortable	Higher Secondary	2	None	2	None	2	2	2	2	None	2	None	None
16/07/2016 16:44:59		Bihar	50	Hindi	Expert	Secondary	2	2	2	1	2	1	1	2	2	2	2	2
16/07/2016 08:48:44		Bina, Madhya Pradesh	53	Hindi	Expert	Graduate	2	1	2	1	2	1	1	2	2	2	2	2
15/07/2016 23:49:47		Haridwar	54	Hindi	Comfortable	Graduate	1	1	1	1	2	2	2	2	1	2	2	2
16/07/2016 15:46:52		Indore	55	Hindi	Comfortable	Higher Secondary	2	None	2	None	2	2	2	2	None	2	2	None
16/07/2016 15:19:20		Bhopal	55	Hindi	Comfortable	Higher Secondary	2	2	2	None	2	2	2	2	None	2	None	None
16/07/2016 16:48:39		Nalanda, Bihar	57	Hindi	Expert	Graduate	2	2	2	1	2	1	2	2	2	2	2	2
16/07/2016 15:34:23		Lucknow	57	Hindi	Comfortable	Higher Secondary	1	1	2	1	None	1	1	2	1	1	1	2
16/07/2016 08:38:03		Bina, Madhya Pradesh	59	Hindi	Expert	Graduate	2	2	2	1	2	2	1	2	2	2	2	2
18/07/2016 12:12:08		New Delhi	60	Non Hindi	Comfortable	Higher Secondary	1	1	2	1	1	1	1	2	1	1	1	2
16/07/2016 15:25:35		Lucknow	62	Hindi	Comfortable	Graduate	1	1	2	1	2	1	1	1	1	2	1	2
